barcodes,xcoord,ycoord
GOOGGGBGBORGRG,3695.3,2302.1
OGRGRGBGORGOGG,3009.3,1513.1
OGOOBOROGRBBGB,3674.6,5068.1
OOGBBBGGRBBRGB,1258.1,3262.4
GOGRBGBORBGRGR,4578.4,2024
BOBRGRGBRROBOG,1863.4,1481
RBGOGRBGGOGOBO,3295.2,4946.7
OGGGORGGGBRBOR,4507.2,1720.2
OBRBBBGGOBRGOB,2132.2,1075.4
OBBBOGOORGGBBB,5165.6,4085.5
BGBRGBRGROGOBR,5680.6,2949
OBGROGRBGGGGGR,2372.2,2367.1
GGOOBOBGGROGGR,2661.3,3351.8
OOBRGROBBORROG,4705.1,4767.8
BOBOGBGBOOROBG,3513.1,2617.7
RRRRBRRORGROOO,5377.8,2168.4
RORROGOOOBOOBR,1373.2,3415.7
RGOGBRRGOBORGR,2729.6,2311.1
OBBGRGRORGRRGR,4351.2,5201.3
BBBOBOGRBBRORO,5403.7,1949.3
GBGRGOOOOGOGBB,3593.5,1025.9
BOBOBOORBBRGOG,4988.6,2272.5
RORORGROORGGGO,1925.7,3728
GBOOOOBGRBGOBO,4168.7,1186.9
OORRRORBOOGOBR,2679.4,2818.4
BGGGBGOGGGGGBO,2603.2,1619.3
RGOORBGRBBBBRB,3551.8,3758.3
BOBOBBOOOROOBO,3349.5,4597.5
RBRBGGGORROBOG,4086.3,1690.1
BBBBOOOGRGBGOB,5306,2048.5
BOGORBBOBOOBRG,4881.4,3134.5
BOOOOOBBOBGOBR,1599.5,1980.7
GOGRBROBRBRBGB,3656,1421.3
BRGOGOGOGOBRGO,3684.6,4223.7
GGGRGRGROOBOBR,2705,1221.6
BGOGORGBRBBOOR,3101.1,2780.5
OOGOBORGRORGOG,5207.8,2661.7
BBOBBBGGRBBBOO,1857.8,1507
GRBGRGRORRBOGR,2837.9,4302.5
GBROOGRRBRBRBO,3652.5,1561.5
OBBGOGRGOGBORB,5032.1,2519.8
GRGGBRROGGGOOB,4412.9,1313.3
GRORRBGOOROBOB,4446.2,763.86
BOROGRBBRBBRGO,3422.3,1984.5
ROBBGBGGOOGOGG,4069.9,2460.1
ORROORROROBOBG,2859,4116
OBRORGGOGORGGG,1554.5,4291.1
RROOBGRGGOROGR,2619,4914.5
RORORBGBORGORO,2686.4,1183.9
BOBRGOGOGRROGB,5445.6,2679.1
BRGBBBBBOOOBBO,2323,2481.7
BBBRBBGBOBROGR,2532.5,3646.5
BRBOROOGGOBROR,4647.9,2982.7
RBOGBOOROOOGRR,3782.1,4286.8
GRGGOGORBGBRBR,3756.2,2403.9
OOGBGGBROBBRRR,4917.9,4333.5
GBOGRBRBBORGBR,1408.7,4051.4
RBGOBBOBORGBOB,4199.2,4808.7
GOROOROOROBOOG,4232.5,3108.6
GGBOGGBOROBGOO,4881.3,4724.4
OOBGBOBRORRBRB,2858,2993.3
OOBGOGGGRBBOGB,3731.1,4348.1
OORGGGBBBOROGG,1864.5,2499.5
RGGGOBBGRRRGBG,4883,1373.4
GRGBGBRRROGGRB,1785.9,1444
BGOONBBGOBRBGB,1873.8,1571.8
OOGRGORBGGRGRO,2524.1,2850.5
RGGGBROOOORRRR,2699,1884
BOOGRROGOROOBG,3568,850.68
OBOGRGRBROGBBO,2652,2619.7
BROOOOGRGOGBGG,5150.5,3773.1
OBBGROGGBBOBGR,2301.6,1405.9
GOOBBRBBORGGGG,4566,2099.8
GRBROBGBOBOBBG,4117.2,1504
OGRGGGBOGBOGGO,2083,3912.3
BGRGBGGOGOOOOR,2916.9,1724.3
ROBOOORBGGROBO,3473.8,1440.3
OBBROGBOOOGBGO,3378.9,1952.3
RRORRORROOBRRG,1951.5,4195.3
BBOROBGBROOGBO,4655.2,2637.2
BRORBBOBBRBGBB,3957.3,5069.4
RRBGBBGROGRBRG,4957.4,2914.9
BBORRRBRROBBRG,4574.8,2502.6
BORBGGRGOOBOBO,3011.9,5102.7
GOOROBRROGGOGO,4967,3329.5
RGBRBRBGRRGOGG,2813.2,1818.1
OOOOGRBRBROGRO,3373.6,1064.9
BBBOOOGBBBBRBB,862.09,1946.2
BOOGOGGOOBROGG,3692.2,5013.9
GRROBOBOOGRGBB,2501.2,3546.9
BROOBGBRGORORR,1320.5,2677.1
RGOGOROBRRRRGB,1621.3,925.28
GGOOORGBRBGBGB,2095.5,1493.7
GGBOBRGOROBGOO,3424.5,5346.1
OGOBBRBRORGBGR,3222.3,4832.7
BRRBGBGGBOORGR,3793.7,2515.5
ROBRRBOOGOGGRR,4368.4,2592.4
RGOGOROBOGBORO,2579.2,2041.3
RRBBGRGOGOBROG,3985.3,1879
OROONBOOOOBGGR,4748.3,2817.2
BROOGBROORBOBO,4055.2,3264.4
RBROGBGRBROBRO,3203.2,774.56
OBBGOGGBOOOBBO,3818.2,1540.6
GBOGBRBBRRRRBG,2785.3,1996.5
GOORBRGORRGOGO,2508.6,5243
BBOOOBGOORBOBO,3998.3,3304.6
RBRBOBBRGROGRO,2058.7,2645.6
RGBGOBRORBBRBO,1895.2,4446.9
BOGORBGGGRGRBO,4912.2,3456.1
BROOROGOBOROBB,3610.3,1436.6
BOBOBBGORRROOG,4181.2,4612.7
GBBOBRROGBBOGG,4053.2,5224.6
BGGBBBGBOGGRRO,3518.6,1362.2
BBBRROOBRROOOR,1427,4914.9
ORBBRGBBGBBOBG,4141.4,1165.9
ORGOBGGBBGGBOO,2222.4,2378.5
RGOROGGGGROROB,1751.1,1032.3
BOOBRROOOGOBBG,4277.7,5068.5
BGBRGOBOGBGGGR,1029.6,1481.5
GOOROOBGBBGRRG,5279.7,3525.5
OOGBORGOGRRBBR,4984.3,3715.7
BBBOBRRBGRORBR,3009.7,3323.7
GOGOOGRROBOOBR,3439.8,1690
OOOOORBGBGBROB,4192.8,4314.9
OOOGBORRBRRORR,1653.9,2724.2
OOOBGRGRORRORB,1751.5,1903.4
OBBBBOGRBBBRRR,1261.4,1812.2
GBOOGRBBORGBGG,3484.4,2082.8
BBOOBBGRGRBOGR,4625.3,2228.9
ROBROBBORGBBGO,5498.3,3478.5
GOGBGGORGBBBRG,1857.1,3941.1
BORBRBBOROBGGO,2227.7,3631.8
BORROOGOROBOBB,3440.6,2901.9
BRBGRBBOGRRBBB,2692,4241
OBRRGOBBRGOGOB,2034.7,4018.1
GOBRGRBGBROOGO,1695.5,4850.8
BOGGRBGOROOOOR,2728.8,1013.4
OOBOOOBGBOOOGR,4554.4,2768.8
OGROBRGGGORROB,2337.8,4465.8
RGBOOBROGRBGOG,1367.7,1727.7
BOBOBBOGBOORGG,5131.7,3098.4
BOOGGBOOROBBGR,2437.2,2540.6
BGOGOOOOBOOBOG,5071,1954.1
RGGBRRROGBBBOG,4752.4,1946.5
BROBGOBORGOOGR,4651,4154.8
RORBBGOROORBRR,3215.2,1124.1
RRBOBBBGRRBOGR,3150.8,1718
RGGBROBRGBBBRR,1470.8,3539.7
BROOGRBOGOBGOR,4850.9,2186.4
GGRGBRGOGRBGBB,891.36,2479.9
BGGRGGBBGBBOOR,2510.6,2721.1
BGOBOOGORORBOB,1468.2,4335.4
ROOGGBROBOGOOO,4487.4,5179
OOBOGGBGORRBBO,3447.7,1956.5
BROBRBORBBGGRB,2230.2,2888.8
GROBGRRGOBRRGB,4198,1899.8
BBBBBOOBGGGBOO,2963.1,5234.6
GOORBBGBBRORBO,1935.4,1619.5
OBGORBBBGGRBBB,3597.7,4042.3
GBBRGGBGRGRGRR,4210.1,2434.6
BBBBBBOGBGRGBB,1972.4,3985.9
GOORBBOOGGRRBR,4017.8,2990.6
RRGRGBRBOORGBG,4359.5,2144.4
ORROGBOGGBROGG,2867.2,5106.4
BRORGBBROBRBGG,3408.3,2168
GGBGOGRROBGGRG,5401.9,3912.5
OGOBGRBOGRBGBB,2685.3,2369.4
RRBBBRGGGOBGBO,1753.6,2503.6
GBRRGGGRGRRRBO,2161.3,2994.1
OGGBGGBGBBBRRG,1605.5,1539.2
GRGGBRGROOOORG,5183.2,3396.3
OBBOOBRBGGRGBR,1949.9,1556.8
GBOBGBROBBGGOR,4281.7,2060.3
BORRBORBRRBGBB,3327.9,1940.5
ROROOBBBRGRRBR,2371.5,3604.3
GBGBGBBBGGGRBG,3412.6,933.7
GGBBBBGBRGBROO,3418.1,1268.4
GROBOBBRRRBORO,4189.8,2279.7
GGOGBGOGBBGBOB,1049.5,3893.6
OGBGOBBGRRBGGO,2285.9,2465.5
BOBRRBBRBGGRRO,4494.1,3080
OOBGBBBOGBBOBB,982.7,3935.9
GGOGBBGOROGGBB,4192.7,4064
BBBRBGRRBOBOBO,1383.4,2984.8
GBGORGGBGGBGGR,3359.6,5126.3
RGGBBRBBOOROOR,5445.4,3238.7
OGGBGRGBROOBGG,2035.9,1956.3
OORONBROOORGGO,4273.9,3577
OBGBBGGORGORBG,2898.5,2412.1
OROGBBRBGRGRGG,4077.7,3554.2
RBORGGBBGROGOR,2422.5,1560.6
BGRGOGRGOOGBBB,5012.5,4663.8
GROGOGOBBRROOG,4708.4,1482.2
RGBRROOGOOGBGG,5317.4,3971.1
RBRROORGRRGGRR,5014.8,2032.1
GOBBGRRORBGOOG,4464.9,3355.3
GOOGBGGGROOROR,2837.8,1864.1
RRBBBBOOROOGBO,3271.3,5221.1
ROBBGOGGGGOGGO,4023.6,4240.5
OOBGBRGOOBGBBB,4330.7,2158.5
RRGRBBBOOGGOBG,2820.5,1168.4
GOOGORGOOOBBOO,4034.7,2292.3
GORROROBBOOBGB,1882.2,3265.6
BGOBBGRGOGRROB,2675.3,405.38
OBBOBGBOGGRBRB,1346.4,4344.3
ORRBGOBBBOROOO,4915.7,1908
RRBBGGOBOBROGB,2072.4,3505.9
RRBGGBOBRBGRRR,4628,4242.8
ROBRBBOOGRBBGB,3021.8,1751.1
BROBBBRROBBORB,3278,1691.2
OGRGBGOROORRRG,4458,2049.4
RGBRGOBGRORORR,1096.2,4060.2
GRGROOGOGRROOG,4948.1,4836.4
BBBRGRORBRRORR,1481.6,1373.5
BRROGGRBGBOBRG,4281.8,4932.4
OGBGBOOGBROGGG,3116.8,1021.9
BBBOGBGOORBBOO,5343.3,2884.4
RBBGROGORGGOOR,863.39,3671.2
GRGBOOROROBOGG,2854,4414.3
RGRORBGRRGGBRB,5461.7,3622.6
ROOGGGRBBOGOBB,3861.4,1950.6
BOGGGGROBRRBBG,2790.7,2463.8
OGGOBGRBRRRBGG,4265.8,3504.4
BGOROOORORGRRB,2825.2,3138.9
OOBBGBRBRRGOGB,3357.7,2577.3
RBOBRBBOOOBOBG,3617.8,2403.2
BRRGBGGOBOOBGO,5152.8,2109.2
OOGRBBROORGOBG,4100,1802.2
GOOBRGBORBROOR,3171.1,881.18
BBBBRRBGORORGB,3350.3,4874.2
BRBROOOOOROOGO,3512.4,4974.3
BRGRRBORBBBRRG,4335.7,2264.1
BRGRRGBRBBBRRG,3005.7,1335.9
OBROBGBBRROORR,3319.1,1248
BOGOGOROGBGOGG,4241.9,5120.3
GBORGGROOOGORG,2760,2445
ORBORRGGBBOOBO,1780.3,1534
GBROOBGROOBRRO,5065.4,1908.6
BORBOGORBBRGBO,4374.2,3237.5
OBOOBGBOOROBRR,5478.6,2483.4
GBBRBOORROBROO,2011.6,849.46
GOORBOGROROBRO,2907.3,1987.3
BOORBBGBROBOGO,4313.7,1781.4
OOBOORBOBBOBBG,5146.3,3508.8
ORBORGGGRBBBRB,3575.3,3160.3
ORBORGGOBRBRRB,980.41,1987.7
GRRORBOBOOROGB,2527.2,2592.6
GRGGOOGRORGOOG,5275,4386
RGGOGGORROGRRG,2247.2,2272
OORGOBOGORRRGO,1552.4,1566.9
RGGGRGOOORGGBO,3423.7,3546
GROGRORRRORGGO,5174.8,3099.7
BBGROORGROBROB,1823,1068.3
GOBOBBBOGOBROB,899.29,1962.6
BBOROOOBOGORBR,2751.6,2894.3
RRBBGBBGRRBRRR,4788.3,4968.8
BGOORRORBRROBO,3646.8,1783.6
BRRGRBGBBOBGBR,4620.3,2564.1
BGROBRGOGORBBR,2454.1,4967
GORBGRBGBGGGGR,1902.7,1643.3
BORBGBGOGRGOGR,4094.8,2000
RORBGGGGGORRBG,5262.9,2505.3
BOGGOOBGROBGBR,864.94,3086.1
OOORBGGRBRRBBO,2543.6,4594.8
OGGRGOROBRGBGR,1459.8,2092.2
OOOGGRGGRRRGGR,2302.5,4426.7
BGRBOOOBOOROGG,4106.4,1876.7
BOBBGORBORBRRO,1796.6,4181.4
GRBOBBBRBOBORO,2545.8,3967.4
RROGBGGRBBOGGR,1573.8,1820.8
BBRGBGRGBRGOOO,3631.9,1538.5
BGGGBROBORBRRR,3602.8,3127.9
OOBGBROGRRBGGR,2902.7,2154.3
OBBOBBRBOBROBB,4506.7,2026.4
BGROBBOOGOBROR,2471.8,1840.9
BROGBGRGOBRRBB,5107.8,3068.1
GRRBBOBOORGBRO,1378.8,2026.3
BOOGBBBOOBROGG,3681.1,1534.2
RGBGOOROORGRRR,3042.3,2824.7
GROGOGRGBBRGGR,1363.2,2274.7
GBRBRROOGOGOGG,4736.1,4941
RBOORBBBGGRROG,2212.3,604.85
RBGORBGBBGGBGO,2121.6,989.75
OORROROBRBRGBR,4460.9,2883.1
GGRGOGOGROORRR,4833.6,2845.2
RBGOBGGROGRORO,5563.7,2968.3
OBRRRRRRBRROBR,709.45,2348.9
OOBBBBGOGOBGOB,2705.3,1836.6
RGRRBROOGBGRRB,3453.2,2170.1
GGBGOGGGROGGGG,3324.6,3247.1
OBGGBGRGRRGGGR,2007.7,3809.6
ROOOGBGGGROOGB,601.28,4970.7
OBOGORBBRBOOOR,5365.3,4228.5
GGRORBGBBGBOGO,3895.9,5413.3
ORBNRRBGGRRRBG,1973.9,3583.2
RRBRBGGORGORGG,2715.4,3335.4
RRGRBBRBOOROBB,4832.1,4777.2
GOORBGBBOGBORR,1748.1,2130
GRBOOBRORBGGOB,4650.1,2112.8
RRGRRGORGRGGRR,1864.9,2109.9
RRGOOOBGROGROR,2290.7,2744.6
RGROBRRGBGRBRR,2319.6,2307.9
ORRGORROBRRGRB,3464.2,1863.2
BOGOBOGOGRRRBB,2279.5,2647
OGGGOBBBOGORGR,2965,1092.6
GRGGRBBGRORRGO,2939.7,1087.2
GBBRGGBRBRRBOO,4383.2,2214.3
BBBRBROROGOBRG,3688.1,1155.9
BRRBOGORGRBOOG,2561.9,4848
BOBRORGROBRORG,3816.4,3399.4
GGGRBBOROBROGR,3890.5,3851.6
OBGOBGGORRBGOB,3892.2,2037.6
ORGBOGORBOBRRO,4166.4,4864.4
OBBBBRROGRGOOG,3891,1300.7
GOGRBRROBRGBGB,4804.9,4552.8
OORGBGBGBRGRGO,1955.4,3956.2
BORRRBRRBBGGGR,4298.1,4236.1
RORGOBBOORGRRG,1221.1,2582.6
BGGBOGOGRGGROR,3548.5,1801.4
ORBOOBGROOBRGR,3519.6,497.81
OBGGBRGOGOGRGO,4506.9,1095.8
BGROGBBGOBGRGO,2646.8,3363.4
OOBBGOOBOBRGRG,3483.6,731.77
GGOOBBGOORBGGG,2284.8,3601.4
OBBGOGGBBGOOOG,4113,1608.9
RGRROOOOGOGOGG,3404,3647.3
BBBBORBRRGBGRO,3191,1851.3
GRGGOGGGGOROBO,1982.5,3768.6
OORGBBOOGOGRBB,2439.6,5060.9
BGOORBBOGBOOBO,1903.5,4015.3
BOOOOGROGRRBRR,4476.4,2135.6
ROGGRGORRRBOBB,2465.2,2090.6
RGOBGGBROOGORB,5050,3281
OOGBRROBRROGBG,1152,1778.4
RGRRBRGGORBBBG,5113.8,3016.9
BGOGBORBROGGBB,2357.7,4381.4
ROROOBORROBBRO,3052.4,1603.6
BRBGGGBRBOBOGR,4570.1,4539.3
BOROOGOOGRGROO,4158.6,2761.3
BROOGRROOGBOBG,3699.6,4800.5
BRGGRGRGRBBGBB,5644,3690.3
ORBBOROORGROBO,3462,2628.8
GROOBBRORBROGR,4457.7,3766
GRGORBBGOOBOGR,4130.2,5172.7
BBBOOOBRBORRBR,2170,2030.8
OGROBGGRBRGBBR,999.36,3174.4
RGOBOBBOOOBRRG,2474.4,1084.8
GGBBGRGGROOBBR,3654.6,2459.5
OROOBBBOGBBOOG,4317.9,1879.7
BGGOBBGRROBGGB,1039.2,3280.6
RBBGOBGROOBRRG,3461,2272.6
GBRGOGGRBOGRBG,4950.9,3317.1
GRGRGBBGBBOGOG,4326.9,1124.8
GGBGOOGBOGGBRB,2133.6,4321.5
RGGGOOOGBOORBO,2354.1,4671.2
BRRRRBOGBOBOBO,3663.8,2554.2
ROROGBGGRGORBG,1179.6,2792.3
GRGGBGRGRRBRGR,1101.9,2283.3
GROBGGOOGRGGGR,1021.3,3283
BORRRGRGGOBROO,3967,4974
BROBGBBBBRRROR,2151.1,1336
GOGBBGOGBOORBB,5157.3,3857
RGGRGBBGOOGOBG,4483.4,2491.7
GGOOBOGBOGOOOB,3957.5,2568.9
GOBONRGGGOOGRO,2183.9,3354.6
OROOGBRGGOBGGG,2398.1,3207.9
GORBBBGBROBGGR,5175.9,4160.5
GGRRGGGGOOORGR,2192.1,2199.2
BBGOOBRRORRGRB,3189,2780.3
OORGOGGORBOGRG,1411.6,1545.1
BRORRBBBBRGOGB,4325.3,1026.6
OOBBBBOGRRGGRB,4281.3,5278.1
ORBBBBRGGOBBBR,2954.7,3979.4
GRRBGBGRBBOORG,5363.2,3191.6
BGGBBOOGRGRBGG,4403.3,4634.5
GORBGBBOGOBOGG,688.05,2525.9
GBBRBBBBGOOROG,2867,2691.2
GRGGBOOBRBBGOG,4501,1152.4
GORRRORBOORBGR,2805.7,1950.7
GOGRBBOBBORRRO,3676.8,1328.6
OOBBOOORBOBOGR,1807.3,1586.2
GGBRRGGROOBORR,2258.6,2257.8
GGBBGGRRRBOBRG,2763.3,4940.2
RRRGOGOGRRBOGB,2232.7,2278.3
BRROOBGROOBOBG,3523.7,4641.1
BOBBGBGROGOGBB,1067,1895.1
OGRRBRGOGOBGOR,2750.6,2193
OBGBBGOBOOBBNO,3459.5,1522.3
RGBOBGGRRRGGBO,2570.3,1969.7
OGGOGGGRBBGROO,5225.5,2905.4
RGGBGRBGGGRBGG,5487.9,3490.1
RBROGGBOBRRGGB,4672.9,4225.7
BOBGOBOORRROOR,2655.2,2894.3
RGOOGGGGOBOOGR,4903,2018.5
BRGOOGRGROOBOG,2337.1,2933.6
GBROORBGBOOGGR,3472.1,1270.1
BOGORBRBBRROOR,1532,2893
BORRRBOOBOOOOB,3098,1754
RROOGRRBOORGBR,4843.4,2818.8
ORRGOGBRGBBBRB,4192.9,1774.8
OBBBBGBROBBRRO,3039.1,4160.9
ROBBOGROGBGOOB,5026.3,2640.9
BORBOROGGOGBGR,3920.9,2675.7
OOOOBBBGBGBBGG,5061.3,2395.9
OGBBOGRORBGBGB,3623.7,1568.5
RRORGGGOOOGOBB,3174.5,1244.1
BROGOOORBRRBBR,2036.5,1641.4
BRORBRBOOROOBG,4166,3105.7
OORBRRROROGGGR,3699.9,3892
RGGBRBOGRGBGBB,3323.8,1494.2
OGORBBOOBOROBB,2359.8,838.93
GBBOGBBGRBGOOG,2363.4,1136.4
OOBOBGOOGBBOOB,4085.1,3338.8
BGRRBRRGBGRBOB,1776.3,4160.7
BGBORBOGBROOGR,2825.1,2287.4
BBBBBGOROGOBRB,4075.8,1072.2
GRGOGBOBRBOGRB,4343.7,5214.7
RRRBGGGBORBRRR,5430.7,3744.8
OOGRRRBBRRORGB,3468.7,2724.4
BOGBBGRBOOBGOO,4342.2,2735.4
BRBGBROOGRRGGG,3196.4,5267.4
BGRGRGOGGRBOGO,4419.8,2024.5
GBROORGOOGRROO,5568.2,3640.8
BRGOGGRRBBOOBB,5070,1824.8
BOGGRBORRRORRO,2475.9,1187.3
GGBBOROROOOOGB,1140.7,4283
OORBOGOORGROOO,2393.6,4913.2
RGOBGRBRBOBORG,3244.8,4384.6
BRRROGORBRGOOR,3725.3,4664
GGBOOOBOGOBRRR,1389.5,2463.7
BOOOGBRBORRBBO,5054.4,2410.6
OGOGBBOOOOBOBG,1691.2,2113.4
OBROOBRRGBBGGG,4210.6,3235.5
BOOORBROBBBRGO,4724.7,2553
RGOOGORBORROBO,4778.4,3177.4
OOGORBGOOOGRRR,3463.7,1691
GROORGGGGBROGB,3010.5,1423.3
OGRBBBOOOOBRGG,3038.7,2314.2
GGBRRGGOGROGBO,1701,2157.5
GGBOGGRBOGGGBB,3358.1,5760.7
RGGGBORRGOOBGO,2197.4,5029.2
GBGGOOGGORBRBR,2601.3,1337.1
OBBOBORGRGGRRR,2199.4,4455
GRRBOGRGROBOGR,2005.6,2379.3
BBBRBROBGBGOOB,2362,4187.4
BRORRBOBOOROOR,1221,3246.6
OBOOBBGGROOBBB,2139.4,3341.9
GGOBROGRBOOGBB,4071.7,1244.9
GBORBBOOOORGGR,2537.4,2220.8
BGBOOOGGGRBRGR,2468.1,2404.1
GORNGOBBRRRBBR,3779.5,1629.9
ORRRGBOGBOBGOO,2253.9,1272.5
GRGOBROOGBOBOO,3884.6,5221.4
OBBBBOOOGOBORR,1642.4,1818.5
GBOGRGGRBRGOOB,4911,3820.1
GRBOORGRBRBBGO,5320.3,2494.9
OGRBBRORBOGBGR,4231.5,4739
RRROBRGGRRBRGG,4894.6,2412.7
GROOGGGOGOBGBO,4917.9,2074.4
BOGRGGORBBGGBO,4902.1,1962.7
GGRBGOGBGBGOOR,3725.4,4819.8
BOBRRBOOGRROOR,4146.6,2940.8
RBGOBBOROBBORO,3113,1983.4
BOBOBOORROBGBR,3248.9,2805.2
BBGBBRORRGRGBG,1927.4,3496.4
BBBORBGBRBBGGO,3369.3,4134.2
BOOOOBBBOROORR,3298.1,4996.6
OGBBBGBOGOROOG,3187,2040.7
RRORBROGRRGBOB,2368.4,4202.7
RGGGGBGOBRGGRR,1758.4,1769.9
GBRGGGGGGRBRGO,3252.9,1127.8
RBORBGRGRBOGOO,4164.5,1378.8
BGRRBOGROBOBRR,3047.6,764.5
ROROGBOGRRGORB,2512.8,2319.6
OOOGOORGOBORBG,4828.4,2795.9
OOGRGROGGROROG,1397.2,2166.7
RBBORBBROGRORG,2803.1,489.18
RROOGRRRBOROGR,2469.2,2721.5
GBGORRRRGRRRBO,2142.2,3114.7
GROOORGGROGGGR,5447.1,2901.7
RBGBGGBROBGGRG,2801.1,2077.5
OGORBGRGBBBRRB,2369.8,2266.2
BGROOBOBOGRRGR,2156.9,1612
RBBORGRRGRGOOO,3449.4,1256.1
OGGOORROGOBROG,1998.8,4088.4
RGBBRBRBOROOOG,1064.6,3382.2
ROGRBGBOOOBRGO,2779.1,1319.9
BGOGBGRRGOOGBR,1889.7,2369.2
BRBGRBRGGRGROB,3241.7,2699
RGOBORROBBGBRR,1320.1,3243.6
GORGBBBGRGBOGR,3057.4,4378.9
OGRRRRGGRRGGGO,4974.8,3794.1
BROOBGOBORGORO,4346.2,2787.8
OGBGRBOROGROOO,2117,1190.6
BGGGROGOBOROBB,1642.6,1803.2
GRGRGBRBGGGOBO,4969.5,3714.3
BBOOOGGGBGRBBG,1930.8,2851.3
RGBOOBBGOBGBGR,3545.6,1014.1
BROBGGBGOGROBB,2861.7,3881.3
BGRGBBGBBGOOGG,3481.7,4073
BROBBOOOORGGBR,1964.1,4371.7
GBBBOBBGGRBBBO,4019.3,1499.5
RRBBOBOOGOBRBO,1606.1,2196.5
BBRRBRGOORGGBO,1992.2,2092
OGGRRROGGRRGBO,4155.8,1875.3
GRGGOOGRORGOOR,2026.5,850.42
ROOBGRGGGGGBRO,3336.7,4053.3
RGGONRGBGBBOGR,1378.5,4566.9
ORBOGBBOGBBBGB,3492.8,1524
BGROOGGGBBGBGB,2965.3,1034.4
ROGGGRGBOBROBO,5497.1,2519.3
RORRGBOOGRGGBG,2482.9,770.91
ORBRRBRBBRGOGG,2185.6,1771.6
RBRBOBOOORGBRG,704,2523.9
GRROORRORBBORR,4631.3,3836.3
BGOGGBGOGRGRRB,2901.7,1699.7
OOBBBOBBROORBO,1688.1,1786.3
GGGOBGGGBROGOR,5020.4,2841.5
GBGORBGGBRGBRG,1438.9,4702.6
GGBGGRORGBOOOR,4256.8,4677.2
OOGBRGROBOORRO,2376,2773
BRRGORRGOOOBBR,2867.6,1002.5
RGBRORRGROGOGR,4879.6,1667.4
OBGGBRORGRBRRG,1186.6,2863.2
GGBOGRBBRGORGO,1341.3,2428.6
RBRRBGOROOBOBO,2423.5,3753.1
RBOBOBBRORROBO,4524.9,1389.7
OGOOGBGOOORGBO,2997.7,4300.6
OOOGOBBOBROGOG,3963.6,4526.3
BROGRBBRBOOOGO,3445.9,5613
BBBOBRROGRBGBR,5337.5,2546.9
OORBGBGRORGBRG,3067.7,5067.6
ROBRGGOBRRGBBO,4910.8,1767.1
ORGOOBBOGBOGGB,1495,4603.7
RGBOGBGGGOGOBO,3872.2,4657.8
GRGOBRGRGGORRB,3819.8,4463.9
OBBGOROGOOBOGB,4705.1,2555.9
GBBBOGBGRBRBRB,2978.6,5238.2
GRGOBGOGRGBGRB,2864.3,5466.9
GOGOBGORGORBGR,2458,4790.5
BBGGGRRBORRGBB,1304.5,2834.1
RGGROBBBGROBRR,3075.7,897.75
OBOGBBGRRGGRRB,4371,5333
OBGGBBORBOOGRG,4442.1,3042.8
OBOGGGGOGROOGO,1865.8,1088.7
GGBGOGBRBOBRRO,3634.2,4191
GBGOORBBORROBO,1813,742.81
GBORGBBOOBGOBG,5456.5,2263.6
GROOOBORBOBBBG,2638.7,1113.3
GGBGROOGRRROGB,1978.8,3343.3
GBOBBBGGBOGBRR,3967.5,2356
ORBBOGOGOOGGOR,1316.8,1737.9
RRRBGRRBRGOBGB,1023.7,4049.2
RGGBOGORGGRGBG,4305.9,1525
GOORBBRROOBGRO,4499.6,1265.7
OBBGOORRGBBRRG,4021.4,1085
RBOOOORBGBOGBG,5685.6,3315.3
BRBGRRGOOGGGBO,3979.3,2631.9
GORRBGGOGRGROR,4867.3,1377.9
OOOGGROGBBRBRO,4217.6,2448.2
RBNGGGORRRBGRO,3604.7,2702.1
RGGORBRBRRGROG,3015.4,1856.9
RGRRBBBBOROOBB,5631.4,2812.3
GBGRBBOOGOGORR,895.05,2422.4
BRGRGBBBRORGBR,4939.8,2762.8
BGRGRORGBBGGRO,5522.5,2559
RORORBGBORBGGB,3417.9,1705.9
ORRGOGBOBBBOOB,1075.8,2830
OBGRBBOBRBBOBO,4560.6,4553.2
RBGOOBRORBGGRR,3876.9,920.11
GGRRORGGRGGOOG,3028.6,3936.7
BBOGRBOGRBROGR,2058.1,4541.2
BGRGGGRBOBBBRB,1995.2,3935.8
BGGOGBGGBBRRRR,2340.3,3308.8
BORBGGORGOOOGO,2079.1,1356.5
GGBGNGRORBOBBO,3754.8,4682.3
BBGOBGBBORGBBR,4399.8,4454.4
BOOBGBGRORRORR,3605.7,3677.7
BGBRRBBOGOOBGG,2855.1,1248.2
RBORBBGGGBBRBO,3802.3,1173.3
ORROOBROBOGOBB,4223.6,2524
GGGOGBRBRBBBBR,2677.4,1926.2
BBBORBOOOOBBGO,2825,1140.8
GGBOROBRBBGOGR,1779.8,1489.1
RRBGRRRBRRGOBO,2678.5,4062.6
ROOOOROBBRGRGO,4880.2,2376.2
BBOGBBBBORGGOG,2089.7,996.27
GRGBBGBOGGOGGB,2045.1,1462.9
OGROBRORBORGBB,2728,1297.9
OROORBORGRBOBG,1272.2,1825.4
GOGBBROBGOOBOG,4968.9,3311.3
GRBRRBBORRBRGO,2824.6,2000.1
BRGOGRBBOGBGGO,3715.4,1118.2
GBBRBBROOOROOR,5124.3,4401.8
GBBGGOOGRROGRB,4521.9,5268.3
GBBGOOORBRBBRG,1717,4757.5
GBGBBGOGOBGORR,3085.8,3778
RBRGNGRGOOOOOG,4986.5,2965.9
